Location;Province;Genus;species.clone;type.of.sample;Asymptomatic.diseased;Nursery.Field;Roots;Root.Collar;Stem;Growth.tip;Needles.Leaves;results
13920;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13921;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13922;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13923;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13924;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13925;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13926;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13927;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13928;Hilton;Kwazulu-Natal;Pinus;elliotti;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13929;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13930;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13931;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13932;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13933;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13934;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13935;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13936;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13937;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13938;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13939;Hilton;Kwazulu-Natal;Pinus;taeda;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13940;Sabie;Mpumalanga;Pinus;elliotti;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13941;Sabie;Mpumalanga;Pinus;patula;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13942;Sabie;Mpumalanga;Pinus;caribaea;Seed;;;;;;;;Screening for Fusarium circinatum/Diplodia
13943;;;Orchid sample;;Leaves/Needles;;;;;;;;Screening for pathogenic Fungi/Bacteria
13944;Hilton;Kwazulu-Natal;Eucalyptus GN;;Seedlings/Cuttings;D;;;J-rooting, Few roots, Dead;Discoloration;Healthy, Discoloration;;Screening for pathogenic Fungi/Bacteria
13945;Richmond;Nothern Cape;Eucalyptus;smithii;;D;;;;;Insect/Mechanical damage, Discoloration, Outer bark, Swelling, Between outer and inner bark;Alive, Insect/Mechanical damage;Screening for pathogenic Fungi/Bacteria
13946;;;Eucalyptus;dunnii;;;;;;;;;Screening for Cylindrocladium
13947;Johannesburg;Gauteng;Cupressus;leylandii;;D;;Branch: Healthy;;;;;Screening for Phytophtora
13948;Johannesburg;Gauteng;Cupressus;leylandii;Soil;;;;;;;;Screening for Phytophtora
13949;Johannesburg;Gauteng;Cupressus;leylandii;Soil;;;;;;;;Screening for Phytophtora
13950;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;;;;;;Screening for Fusarium circinatum
13951;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Root:shoot ratio;Few roots, Dead;Discoloraiton, Outer bark;Healthy;Alive, Wilted;Screening for Fusarium circinatum
13952;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Dry;Few roots, Dead;Discoloraiton, Outer bark;Discoloraiton, Outer bark;Alive;Screening for Fusarium circinatum
13953;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Discoloured;Dead;Discoloration;Healthy;Alive;Screening for Fusarium circinatum
13954;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;;;Discoloration;Discoloraiton;Wilted, Dead;Screening for Fusarium circinatum
13955;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Dead;Dead;Discoloration, Sapwood;Discoloration, Sapwood;Dead;Screening for Fusarium circinatum
13956;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Discoloured;Few roots, Dead;Discoloration, Sapwood;Discoloration, Sapwood;Dead, Discoloration;Screening for Fusarium circinatum
13957;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Wilted, Brown;Dead;Healthy;Healthy;Wilted, Discoloration;Screening for Fusarium circinatum
13958;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Brown discolration;Dead;Discoloraiton, Outer bark;Healthy;Alive;Screening for Fusarium circinatum
13959;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Dead;Few roots, Dead;Discoloraiton, Outer bark;Discoloraiton, Outer bark;Alive;Screening for Fusarium circinatum
13960;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Discoloured;Well developed, Dead;Discoloration, Sapwood;Discoloration, Sapwood;Wilted;Screening for Fusarium circinatum
13961;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Stunted;Few roots, Dead;Discoloraiton, Outer bark;Discoloration, Sapwood;Wilted;Screening for Fusarium circinatum
13962;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Brown and dry;Dead;Discoloraiton, Outer bark;Discoloraiton, Outer bark;Wilted;Screening for Fusarium circinatum
13963;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Wilted, Stunted;Dead;Discoloraiton, Outer bark;Discoloraiton, Outer bark;Wilted;Screening for Fusarium circinatum
13964;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Dead;Dead;Healthy;Discoloration;Wilted;Screening for Fusarium circinatum
13965;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;;Well developed, Dead;Discoloraiton, Outer bark;Discoloraiton, Outer bark;Alive;Screening for Fusarium circinatum
13966;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Discoloured;Dead;Discoloraiton, Outer bark;Discoloration;Dead;Screening for Fusarium circinatum
13967;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Wilted;Few roots, Dead, Plug bound;Healthy;Healthy;Wilted;Screening for Fusarium circinatum
13968;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Dead;Dead;Discoloration, Sapwood;Discoloration, Sapwood;Wilted;Screening for Fusarium circinatum
13969;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Wilted, Discoloured;Well developed, Dead, Plug bound;Discoloraiton, Outer bark;Discoloraiton, Outer bark;Alive, Wilted;Screening for Fusarium circinatum
13970;Port Shepstone;Kwazulu-Natal;Macadamia;;;D;N;Wilted, Dead;J-rooting, Few roots, Plug bound;Discoloration, Cambium, Sapwood;Healthy;;Screening for pathogenic Fungi/Bacteria
13971;Port Shepstone;Kwazulu-Natal;Macadamia;;;D;N;Wilted, Dead;J-rooting, Few roots, Plug bound;Discoloration, Cambium, Sapwood;Healthy;;Screening for pathogenic Fungi/Bacteria
13972;Port Shepstone;Kwazulu-Natal;Macadamia;;;D;N;Wilted, Dead;J-rooting, Few roots, Plug bound;Discoloration, Cambium, Sapwood;Healthy;;Screening for pathogenic Fungi/Bacteria
13973;Port Shepstone;Kwazulu-Natal;Macadamia;;;D;N;Wilted, Dead;J-rooting, Few roots, Plug bound;Discoloration, Cambium, Sapwood;Healthy;;Screening for pathogenic Fungi/Bacteria
13974;Port Shepstone;Kwazulu-Natal;Macadamia;;;D;N;Wilted, Dead;J-rooting, Few roots, Plug bound;Discoloration, Cambium, Sapwood;Healthy;;Screening for pathogenic Fungi/Bacteria
13975;Port Shepstone;Kwazulu-Natal;Macadamia;;;D;N;Wilted, Dead;J-rooting, Few roots, Plug bound;Discoloration, Cambium, Sapwood;Healthy;;Screening for pathogenic Fungi/Bacteria
13976;Port Shepstone;Kwazulu-Natal;Macadamia;;;D;N;Wilted, Dead;J-rooting, Few roots, Plug bound;Discoloration, Cambium, Sapwood;Healthy;;Screening for pathogenic Fungi/Bacteria
13977;Port Shepstone;Kwazulu-Natal;Macadamia;;;D;N;Wilted, Dead;J-rooting, Few roots, Plug bound;Discoloration, Cambium, Sapwood;Healthy;;Screening for pathogenic Fungi/Bacteria
13978;Port Shepstone;Kwazulu-Natal;Macadamia;;;D;N;Wilted, Dead;J-rooting, Few roots, Plug bound;Discoloration, Cambium, Sapwood;Healthy;;Screening for pathogenic Fungi/Bacteria
13979;Port Shepstone;Kwazulu-Natal;Macadamia;;;D;N;Wilted, Dead;J-rooting, Few roots, Plug bound;Discoloration, Cambium, Sapwood;Healthy;;Screening for pathogenic Fungi/Bacteria
13980;Port Shepstone;Kwazulu-Natal;Macadamia;;;D;N;Wilted, Dead;J-rooting, Few roots, Plug bound;Discoloration, Cambium, Sapwood;Healthy;;Screening for pathogenic Fungi/Bacteria
13981;Port Shepstone;Kwazulu-Natal;Macadamia;;;D;N;Wilted, Dead;J-rooting, Few roots, Plug bound;Discoloration, Cambium, Sapwood;Healthy;;Screening for pathogenic Fungi/Bacteria
13982;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Dead;Dead;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Screening for Fusarium circinatum
13983;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Dead;Dead;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Screening for Fusarium circinatum
13984;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Dead;Dead;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Screening for Fusarium circinatum
13985;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Dead;Dead;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Screening for Fusarium circinatum
13986;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Dead;Dead;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Screening for Fusarium circinatum
13987;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Few roots, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Alive, Wilted, Dead;Screening for Fusarium circinatum
13988;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Few roots, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Alive, Wilted, Dead;Screening for Fusarium circinatum
13989;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Few roots, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Alive, Wilted, Dead;Screening for Fusarium circinatum
13990;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Few roots, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Alive, Wilted, Dead;Screening for Fusarium circinatum
13991;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Few roots, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Alive, Wilted, Dead;Screening for Fusarium circinatum
13992;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted, Dead;Well developed, Dead;Healthy, Discoloration, Outer bark;Healthy, Discoloration, Outer bark;Alive, Wilted, Dead;Screening for Fusarium circinatum
13993;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted, Dead;Well developed, Dead;Healthy, Discoloration, Outer bark;Healthy, Discoloration, Outer bark;Alive, Wilted, Dead;Screening for Fusarium circinatum
13994;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted, Dead;Well developed, Dead;Healthy, Discoloration, Outer bark;Healthy, Discoloration, Outer bark;Alive, Wilted, Dead;Screening for Fusarium circinatum
13995;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted, Dead;Well developed, Dead;Healthy, Discoloration, Outer bark;Healthy, Discoloration, Outer bark;Alive, Wilted, Dead;Screening for Fusarium circinatum
13996;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted, Dead;Well developed, Dead;Healthy, Discoloration, Outer bark;Healthy, Discoloration, Outer bark;Alive, Wilted, Dead;Screening for Fusarium circinatum
13997;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted, Dead;Well developed, Dead;Discoloration;Healthy, Discoloration;Wilted;Screening for Fusarium circinatum
13998;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted, Dead;Well developed, Dead;Discoloration;Healthy, Discoloration;Wilted;Screening for Fusarium circinatum
13999;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted, Dead;Well developed, Dead;Discoloration;Healthy, Discoloration;Wilted;Screening for Fusarium circinatum
14000;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted, Dead;Well developed, Dead;Discoloration;Healthy, Discoloration;Wilted;Screening for Fusarium circinatum
14001;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted, Dead;Well developed, Dead;Discoloration;Healthy, Discoloration;Wilted;Screening for Fusarium circinatum
14002;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Dead;Healthy, Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Screening for Fusarium circinatum
14003;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Dead;Healthy, Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Screening for Fusarium circinatum
14004;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Dead;Healthy, Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Screening for Fusarium circinatum
14005;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Dead;Healthy, Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Screening for Fusarium circinatum
14006;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Dead;Healthy, Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Screening for Fusarium circinatum
14007;Hilton;Kwazulu-Natal;Eucalyptus;grandis;Stem;D;;;;;Discoloration, Cambium;;Screening for Fungal/Bacterial pathogens
14008;Hilton;Kwazulu-Natal;Eucalyptus;grandis;Stem;D;;;;;Discoloration, Cambium;;Screening for Fungal/Bacterial pathogens
14009;Hilton;Kwazulu-Natal;Eucalyptus;grandis;Stem;D;;;;;Discoloraiton, Cambium;;Screening for Fungal/Bacterial pathogens
14010;Karatara;Western Cape;Pinus;taeda;;D;;;;;Kino/Gum/Resin Exudation, Healthy, Discoloration, Outer bark, Fruiting bodies;Alive, Dead;Screening for Fungal/Bacterial pathogens
14011;Karatara;Western Cape;Pinus;taeda;;D;;;;;Kino/Gum/Resin Exudation, Healthy, Discoloration, Outer bark, Fruiting bodies;Alive, Dead;Screening for Fungal/Bacterial pathogens
14012;Karatara;Western Cape;Pinus;taeda;;D;;;;;Kino/Gum/Resin Exudation, Healthy, Discoloration, Outer bark, Fruiting bodies;Alive, Dead;Screening for Fungal/Bacterial pathogens
14013;Karatara;Western Cape;Pinus;taeda;;D;;;;;Kino/Gum/Resin Exudation, Healthy, Discoloration, Outer bark, Fruiting bodies;Alive, Dead;Screening for Fungal/Bacterial pathogens
14014;Karatara;Western Cape;Pinus;taeda;;D;;;;;Kino/Gum/Resin Exudation, Healthy, Discoloration, Outer bark, Fruiting bodies;Alive, Dead;Screening for Fungal/Bacterial pathogens
14015;Karatara;Western Cape;Pinus;taeda;;D;;;;;Kino/Gum/Resin Exudation, Healthy, Discoloration, Outer bark, Fruiting bodies;Alive, Dead;Screening for Fungal/Bacterial pathogens
14016;Karatara;Western Cape;Pinus;taeda;;D;;;;;Kino/Gum/Resin Exudation, Healthy, Discoloration, Outer bark, Fruiting bodies;Alive, Dead;Screening for Fungal/Bacterial pathogens
14017;Karatara;Western Cape;Pinus;taeda;;D;;;;;Kino/Gum/Resin Exudation, Healthy, Discoloration, Outer bark, Fruiting bodies;Alive, Dead;Screening for Fungal/Bacterial pathogens
14018;Karatara;Western Cape;Pinus;taeda;;D;;;;;Kino/Gum/Resin Exudation, Healthy, Discoloration, Outer bark, Fruiting bodies;Alive, Dead;Screening for Fungal/Bacterial pathogens
14019;Karatara;Western Cape;Pinus;taeda;;D;;;Well developed, J-rooting;Swelling;;;Screening for Fungal/Bacterial pathogens
14020;Sabie;Mpumalanga;Pinus;patula;;D;;Die-back;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14021;Sabie;Mpumalanga;Pinus;patula;;D;;Die-back;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14022;Sabie;Mpumalanga;Pinus;patula;;A;;Healthy;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14023;Sabie;Mpumalanga;Pinus;patula;;A;;Healthy;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14024;Sabie;Mpumalanga;Pinus;patula;;A;;Healthy;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14025;Sabie;Mpumalanga;Pinus;patula;;A;;Healthy;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14026;Sabie;Mpumalanga;Pinus;patula;;A;;Tip die-back;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14027;Sabie;Mpumalanga;Pinus;patula;;D;;Tip die-back;J-rooting;Healthy;Healthy;;Screening for Fusarium circinatum
14028;Sabie;Mpumalanga;Pinus;patula;;D;;Tip die-back;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14029;Sabie;Mpumalanga;Pinus;patula;;A;;Healthy;J-rooting;Healthy;Healthy;;Screening for Fusarium circinatum
14030;Sabie;Mpumalanga;Pinus;patula;;A;;Healthy;J-rooting;Healthy;Healthy;;Screening for Fusarium circinatum
14031;Sabie;Mpumalanga;Pinus;patula;;A;;Healthy;J-rooting;Healthy;Healthy;;Screening for Fusarium circinatum
14032;Sabie;Mpumalanga;Pinus;patula;;A;;Healthy;Healthy, but not well developed;Healthy;Healthy;;Screening for Fusarium circinatum
14033;Sabie;Mpumalanga;Pinus;patula;;A;;Healthy;Healthy, but not well developed;Healthy;Healthy;;Screening for Fusarium circinatum
14034;Sabie;Mpumalanga;Pinus;patula;;A;;Healthy;Healthy, but not well developed;Healthy;Healthy;;Screening for Fusarium circinatum
14035;Sabie;Mpumalanga;Pinus;patula;;D;;Healthy;Healthy, but not well developed;Healthy;Healthy;;Screening for Fusarium circinatum
14036;Sabie;Mpumalanga;Pinus;patula;;A;;Healthy;Few roots, J-rooting;Healthy;Healthy;;Screening for Fusarium circinatum
14037;Sabie;Mpumalanga;Pinus;patula;;A;;Healthy;Healthy, but not well developed;Healthy;Healthy;;Screening for Fusarium circinatum
14038;Sabie;Mpumalanga;Pinus;patula;;A;;Healthy;Few roots, J-rooting;Healthy;Healthy;;Screening for Fusarium circinatum
14039;Sabie;Mpumalanga;Pinus;patula;;A;;Healthy;Few roots, J-rooting;Healthy;Healthy;;Screening for Fusarium circinatum
14040;Hilton;Kwazulu-Natal;Pinus ;elliottii;;D;F;;;;Kino/Gum/Resio Exudation, Discoloration, Between outer and inner bark;;Screening for Fusarium circinatum
14041;Hilton;Kwazulu-Natal;Pinus ;elliottii;;D;F;;;;Insect/Mechanical damage, Kino/Gum/Resio Exudation, Discoloration;;Screening for Fusarium circinatum
14042;Hilton;Kwazulu-Natal;Pinus ;elliottii;;D;F;;;;Kino/Gum/Resio Exudation, Discoloration;;Screening for Fusarium circinatum
14043;Sabie;Mpumalanga;Pinus;patula;;D;F;;;;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive, Insect/Mechanical damage, Dead, Discoloration;Screening for Fungal/Bacterial pathogens
14044;Sabie;Mpumalanga;Pinus;patula;;D;F;Wilted;Well developed;Healthy;Healthy;Wilted, Dead;Screening for Fungal/Bacterial pathogens
14045;Sabie;Mpumalanga;Pinus;patula;;D;F;Slightly discoloured;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Screening for Fungal/Bacterial pathogens
14046;Sabie;Mpumalanga;Pinus;patula;;D;F;Tip discoloured;Well developed;Healthy;Healthy;Wilted, Dead;Screening for Fungal/Bacterial pathogens
14047;Sabie;Mpumalanga;Pinus;patula;;D;F;Healthy, Tip wilted;Well developed;Healthy;Healthy;Wilted;Screening for Fungal/Bacterial pathogens
14048;Sabie;Mpumalanga;Pinus;patula;;D;F;Discoloured;Few roots;Discoloration, Between inner and outer bark;Discoloration, Outer bark;Wilted, Dead;Screening for Fungal/Bacterial pathogens
14049;Sabie;Mpumalanga;Pinus;patula;;D;F;Red discoloration;Few roots, Dead;Discoloration, Sapwood;Healthy,Discoloration, Sapwood;Dead;Screening for Fungal/Bacterial pathogens
14050;Sabie;Mpumalanga;Pinus;patula;;D;F;Discoloured tip;Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Screening for Fungal/Bacterial pathogens
14051;Sabie;Mpumalanga;Pinus;patula;;D;F;Wilted, Discoloured;Few roots, Dead;Discoloration;Discoloration;Dead;Screening for Fungal/Bacterial pathogens
14052;Sabie;Mpumalanga;Pinus;patula;;D;F;Red discoloration;Few roots, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Alive, Wilted;Screening for Fungal/Bacterial pathogens
14053;Sabie;Mpumalanga;Pinus;patula;;D;F;Discoloured, Greem tip;Very few roots;Discoloration, Outer bark;Discoloration, Outer bark;Alive, Wilted;Screening for Fungal/Bacterial pathogens
14054;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Few Roots, J-rooting;Healthy;Healthy;;Screening for Fusarium circinatum
14055;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Healthy;Healthy;Healthy;Wilted;Screening for Fusarium circinatum
14056;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Few Roots, J-rooting;Healthy;Healthy;Wilted;Screening for Fusarium circinatum
14057;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Few Roots, J-rooting;Healthy;Healthy;Wilted;Screening for Fusarium circinatum
14058;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Few Roots, J-rooting;Healthy;Healthy;Wilted;Screening for Fusarium circinatum
14059;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14060;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14061;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14062;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14063;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14064;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14065;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14066;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;J-rooting;Healthy;Healthy;;Screening for Fusarium circinatum
14067;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;J-rooting;Healthy;Healthy;;Screening for Fusarium circinatum
14068;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;J-rooting;Healthy;Healthy;;Screening for Fusarium circinatum
14069;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14070;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14071;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;J-rooting;Healthy;Healthy;;Screening for Fusarium circinatum
14072;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14073;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Healthy;Healthy;Healthy;;Screening for Fusarium circinatum
14074;Nelspruit;Mpumalanga;Macadamia;integrifolia;Tree;D;;Material dry, Tip die-back, Stem discoloration, Root discoloration;Well-developed;;Discoloration, Outer bark, Cambium;Dead, Blue staining, Dead branches;Screening for Phytophora
14075;Ugie;Western Cape;Pinus;patula;Seedlings/Cuttings;D;F;Die-back, Wilted;;;;;Screening for pathogenic Fungi/Bacteria
14076;Ugie;Western Cape;Pinus;patula;Seedlings/Cuttings;D;F;;;;;;Screening for pathogenic Fungi/Bacteria
14077;Ugie;Western Cape;Pinus;patula;Seedlings/Cuttings;D;F;;;;;;Screening for pathogenic Fungi/Bacteria
14078;Ugie;Western Cape;Pinus;patula;Seedlings/Cuttings;D;F;;;;;;Screening for pathogenic Fungi/Bacteria
14079;Ugie;Western Cape;Pinus;patula;Seedlings/Cuttings;D;F;;;;;;Screening for pathogenic Fungi/Bacteria
14080;Ugie;Western Cape;Pinus;patula;Seedlings/Cuttings;D;F;;;;;;Screening for pathogenic Fungi/Bacteria
14081;Ugie;Western Cape;Pinus;patula;Seedlings/Cuttings;D;F;;;;;;Screening for pathogenic Fungi/Bacteria
14082;Ugie;Western Cape;Pinus;patula;Seedlings/Cuttings;D;F;;;;;;Screening for pathogenic Fungi/Bacteria
14083;Ugie;Western Cape;Pinus;patula;Seedlings/Cuttings;D;F;;;;;;Screening for pathogenic Fungi/Bacteria
14084;Ugie;Western Cape;Pinus;patula;Seedlings/Cuttings;D;F;;;;;;Screening for pathogenic Fungi/Bacteria
14085;Ugie;Western Cape;Pinus;patula;Seedlings/Cuttings;D;F;;;;;;Screening for pathogenic Fungi/Bacteria
14086;Ugie;Western Cape;Pinus;patula;Seedlings/Cuttings;D;F;;;;;;Screening for pathogenic Fungi/Bacteria
14087;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;N;;;;;;Screening for Fusarium circinatum
14088;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;N;;;;;;Screening for Fusarium circinatum
