Location;Province;Genus;species/clone;type of sample;Asymptomatic/diseased;Nursery/Field;Roots;Root Collar;Stem;Growth tip;Needles/Leaves;results
Howick;Kwazulu-Natal;Pinus;;Hedges;A;;Healthy;Few roots, Dead, J-rooting;Healthy;Healthy;Alive;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;;Hedges;D;;Dead;Few roots, Dead, J-rooting;Discolortation, Outer bark, Between outer and inner bark;Discolortation, Outer bark, Between outer and inner bark;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;;Hedges;D;;Dead;Well developed, Dead, J-rooting;Discolortation, Outer bark, Between outer and inner bark;Discolortation, Outer bark, Between outer and inner bark;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;;Hedges;D;;Wilted, S?;Few roots, Dead, J-rooting;Healthy;Healthy;Dead, S?;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;elliotti x caribaea var. hodurensis;Hedges;D;;Unhealthy;Few roots, Dead, Plug bound;Discolortation, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discolortation, Outer bark, Between outer and inner bark, Cambium, Sapwood;Wilted, Dead, Discoloration;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Unhealthy;Well developed, Dead;Discolortation, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discolortation, Between outer and inner bark, Cambium, Sapwood;Wilted, Discoloration, S?;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;Hedges;A;;Healthy;Well developed, Dead;Discolortation, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discolortation, Between outer and inner bark, Cambium, Sapwood;Alive, Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;Hedges;D;;Wilted, S?;Well developed, Dead;Discolortation, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discolortation, Between outer and inner bark, Cambium, Sapwood;Wilted, Discoloration, S?;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Root:shoot ratio;Well developed, Dead;Discolortation, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discolortation, Between outer and inner bark, Cambium, Sapwood;None;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Dead;Well developed, Dead;Discolortation, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discolortation, Between outer and inner bark, Cambium, Sapwood;Wilted, Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;elliotti x caribaea var. hodurensis;Hedges;D;;Wilted;Well developed, Dead, J-rooting;Discolortation, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discolortation, Between outer and inner bark, Cambium, Sapwood;Wilted, Discoloration;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x patula;Hedges;D;;Unhealthy;Well developed, Dead;Discolortation, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discolortation, Between outer and inner bark, Cambium, Sapwood;Wilted, Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Dead;Well developed, Dead;Discolortation, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discolortation, Between outer and inner bark, Cambium, Sapwood;Dead, Discoloration;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;A;;Healthy;Well developed, Dead, J-rooting, Plug bound;Healthy;Healthy;Alive;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;A;;Healthy;Well developed, Dead, J-rooting;Discolortation, Outer bark, Between outer and inner bark;Healthy;Alive;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;;Hedges;D;;Wilted, S?;Well developed, Dead, J-rooting, Plug bound;Discolortation, Outer bark, Between outer and inner bark;Healthy;Wilted, S?;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula;Hedges;D;;Dead;Well developed, J-rooting, Plug bound;Discolortation, Outer bark, Between outer and inner bark;Discolortation, Outer bark, Between outer and inner bark;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Dead;Well developed, J-rooting, Plug bound;Discolortation, Outer bark, Between outer and inner bark;Discolortation, Outer bark, Between outer and inner bark;S?;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x patula;Hedges;D;;Dead;Well developed, J-rooting, Plug bound, Few roots;Discolortation, Outer bark, Between outer and inner bark;Discolortation, Outer bark, Between outer and inner bark;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x patula;Hedges;D;;Dead;Well developed, J-rooting, Plug bound;Discolortation, Outer bark, Between outer and inner bark;Discolortation, Outer bark, Between outer and inner bark;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Dead;Well developed, J-rooting, Plug bound, Dead;Discolortation, Outer bark, Between outer and inner bark;Discolortation, Outer bark, Between outer and inner bark;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x patula;Hedges;D;;Dead;Well developed, J-rooting, Plug bound, Few roots;Discolortation, Outer bark, Between outer and inner bark;Discolortation, Outer bark, Between outer and inner bark;Dead, S?;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x patula;Hedges;D;;Dead;Well developed, J-rooting, Plug bound, Few roots, Dead;Discolortation, Outer bark, Between outer and inner bark;Discolortation, Outer bark, Between outer and inner bark;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x patula;Hedges;D;;Dead;Well developed, J-rooting, Plug bound, Few roots, Dead;Discolortation, Outer bark, Between outer and inner bark;Discolortation, Outer bark, Between outer and inner bark;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x patula;Hedges;D;;Dead;Well developed, J-rooting, Plug bound, Few roots, Dead;Discolortation, Outer bark, Between outer and inner bark;Discolortation, Outer bark, Between outer and inner bark;Dead, S?;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;Hedges;D;;?;Well developed, J-rooting, Plug bound, Few roots, Dead;Discolortation, Outer bark, Between outer and inner bark;Discolortation, Outer bark, Between outer and inner bark;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;eliotti x caribaea;Hedges;D;;Dead;Well developed, Dead;Discolortation, Outer bark, Between outer and inner bark;Discolortation, Outer bark, Between outer and inner bark;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;Hedges;D;;Dead;Well developed, Dead;Discolortation, Outer bark, Cambium;Discolortation, Outer bark, Cambium;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x greggii x greggii;Hedges;D;;Dead;Few roots, Dead;Discolortation, Outer bark, Cambium;Discolortation, Outer bark, Cambium;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Dead;Well developed, Dead;Discolortation, Outer bark, Cambium;Discolortation, Outer bark, Cambium;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula;Hedges;D;;Dead;Well developed, Dead;Discolortation, Outer bark, Cambium;Discolortation, Outer bark, Cambium;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;eliotti x caribaea;Hedges;D;;Dead;Well developed, Dead;Discolortation, Outer bark, Cambium;Discolortation, Outer bark, Cambium;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;Hedges;D;;Dead;Well developed, Dead;Discolortation, Outer bark, Cambium;Discolortation, Outer bark, Cambium;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;Hedges;D;;Dead;Well developed, Dead;Discolortation, Outer bark, Cambium;Discolortation, Outer bark, Cambium;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula;Hedges;D;;Dead;Well developed, Dead;Discolortation, Outer bark, Cambium;Discolortation, Outer bark, Cambium;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Dead;Few roots, Dead;Discolortation, Outer bark, Cambium;Discolortation, Outer bark, Cambium;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Die-back, Wilted;Well developed;Discolortation, Outer bark;Discolortation, Outer bark;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Die-back, Wilted;Well developed;Discolortation, Outer bark;Discolortation, Outer bark;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula;Hedges;D;;Die-back, Wilted;Few roots;Discolortation, Outer bark;Discolortation, Outer bark;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Die-back, Wilted;No roots;Discolortation, Outer bark;Discolortation, Outer bark;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Die-back, Wilted;No roots;Discolortation, Outer bark;Discolortation, Outer bark;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Die-back, Wilted;Few roots;Discolortation, Outer bark;Discoloration;Wilted, Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;;Few roots;Discolortation, Outer bark;Healthy;Alive;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Die-back;Few roots, Dead;Discolortation, Outer bark;Discolortation, Outer bark;Alive;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Roots look sick;Few roots;Discolortation, Outer bark;Healthy;Alive;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;Hedges;D;;Wilted;Healthy;Healthy;Healthy;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula;Hedges;D;;Dead;Dead;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;Hedges;D;;Unhealthy;Well developed, J-rooting, Dead, Plug bound;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Wilted, S?, Discoloration;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x patula;Hedges;D;;Healthy;Well developed, J-rooting, Dead;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive, Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula;Hedges;D;;Unhealthy;J-rooting, Few roots, Dead;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Wilted, S?;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula;Hedges;A;;Healthy;Well developed, J-rooting, Dead;Discolortation, Cambium, Between outer and inner bark, Sapwood;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Dead;Few roots, Dead;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Dead;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;A;;Healthy;Well developed, J-rooting, Dead;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x greggii var australis;Hedges;A;;Healthy;Well developed, J-rooting, Dead;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive, Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula;Hedges;A;;Healthy;Well developed, J-rooting, Dead;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive, Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula;Hedges;A;;Healthy;Well developed, J-rooting, Dead;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discolortation, Outer bark, Cambium, Between outer and inner bark, Sapwood;Wilted, S?, Discoloration;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus ;patula;Seed;;;;;;;;Screening for Fusarium circitum and Diplodia
Howick;Kwazulu-Natal;Pinus ;patula;Seed;;;;;;;;Screening for Fusarium circitum and Diplodia
Howick;Kwazulu-Natal;Pinus ;patula;Seed;;;;;;;;Screening for Fusarium circitum and Diplodia
Howick;Kwazulu-Natal;Pinus ;patula;Seed;;;;;;;;Screening for Fusarium circitum and Diplodia
Howick;Kwazulu-Natal;Pinus ;patula;Seed;;;;;;;;Screening for Fusarium circitum and Diplodia
Howick;Kwazulu-Natal;Pinus ;patula;Seed;;;;;;;;Screening for Fusarium circitum and Diplodia
Howick;Kwazulu-Natal;Pinus ;patula;Seed;;;;;;;;Screening for Fusarium circitum and Diplodia
Howick;Kwazulu-Natal;Pinus ;patula;Seed;;;;;;;;Screening for Fusarium circitum and Diplodia
Howick;Kwazulu-Natal;Pinus ;patula;Seed;;;;;;;;Screening for Fusarium circitum and Diplodia
Howick;Kwazulu-Natal;Pinus ;taeda;Seed;;;;;;;;Screening for Fusarium circitum and Diplodia
Howick;Kwazulu-Natal;Pinus ;taeda;Seed;;;;;;;;Screening for Fusarium circitum and Diplodia
Howick;Kwazulu-Natal;Pinus ;taeda;Seed;;;;;;;;Screening for Fusarium circitum and Diplodia
Howick;Kwazulu-Natal;Pinus;patula;Seed;;;;;;;;Screening for pathogenic Fungi/Bacteria
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;;;;;;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;;;;;;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;;;;;;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;;;;;;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;;;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;One root system;J-rooting;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;;;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;One root system;J-rooting;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;;;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;One root system;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;;;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;N;One root system;;;;;Screening for Fusarium circitum
Ixopo;Kwazulu-Natal;Pinus;patula;Seedling/Cuttings;A;;Healthy;Some discoloration;Discoloration, Outer bark;;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;patula;Seedling/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;patula;Seedling/Cuttings;A;;Healthy;Well developed;;Discolration, Outer bark;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;patula;Seedling/Cuttings;A;;Healthy, Blunted;Roots discolored;Healthy;;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;patula;Seedling/Cuttings;A;;Blunted, Needles discolored;Few roots;Healthy;Discolration, Outer bark;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;patula;Seedling/Cuttings;A;;Healthy;Well developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;patula;Seedling/Cuttings;A;;Healthy;Discoloration;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;patula;Seedling/Cuttings;A;;Healthy;Discoloration;Healthy;Healthy;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;patula;Seedling/Cuttings;A;;Healthy;Discoloration;Healthy;;;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;patula;Seedling/Cuttings;A;;Healthy;Well developed, Discoloration;Healthy;Healthy;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;patula;Seedling/Cuttings;A;;Roots discoloured, Healthy;Well developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;patula;Seedling/Cuttings;A;;Healthy;Well developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;patula;Seedling/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Discoloration, Outer bark;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;patula;Seedling/Cuttings;A;;Healthy;Well developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;patula;Seedling/Cuttings;A;;Healthy;Brown discoloration;Healthy;Healthy;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;elliottii;Seedling/Cuttings;A;;Overall healthy;Well developed;Discoloration, Outer bark;Healthy;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;elliottii;Seedling/Cuttings;A;;Root:shoot ratio good, Overall healthy;Healthy;Healthy;Healthy, Discoloration, Outer bark;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;elliottii;Seedling/Cuttings;A;;Healthy;Well developed, Some discoloration;Healthy;Healthy;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;elliottii;Seedling/Cuttings;A;;Healthy;Healthy, Some discoloration;Healthy;Discoloration, Outer bark;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;elliottii;Seedling/Cuttings;A;;Healthy;Few roots;Discoloration, Outer bark;Discoloration;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;elliottii;Seedling/Cuttings;A;;Healthy;Well developed;Healthy;Healthy;;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;elliottii;Seedling/Cuttings;A;;Healthy;Healthy, Very well developed;Healthy;Discoloration, Outer bark;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;elliottii;Seedling/Cuttings;A;;Healthy;Healthy, Some discoloration;Healthy;Discoloration, Outer bark;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;elliottii;Seedling/Cuttings;A;;Healthy;Healthy;;;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;elliottii;Seedling/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Discoloration, Outer bark;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;elliottii;Seedling/Cuttings;A;;Healthy;Some discoloration;Healthy;Discoloration, Outer bark;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;elliottii;Seedling/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;elliottii;Seedling/Cuttings;A;;Healthy;Well developed;Healthy;Discoloration, Outer bark;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;elliottii;Seedling/Cuttings;A;;Healthy;Healthy;Healthy;Discoloration, Outer bark;Alive;Screening for Fusarium circinatum
Ixopo;Kwazulu-Natal;Pinus;elliottii;Seedling/Cuttings;A;;Healthy, Blunted;Healthy;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Screening for Fusarium circinatum
Karatara;Western Cape;Pinus ;radiata;Seedlings/Cuttings;A;;Looks healthy;Healthy;Healthy;Healthy;Alive;Screening for Phytophtora/Pythium
Karatara;Western Cape;Pinus ;radiata;Seedlings/Cuttings;A;;Looks healthy;Healthy;Healthy;Healthy;Alive;Screening for Phytophtora/Pythium
Karatara;Western Cape;Pinus ;radiata;Seedlings/Cuttings;A;;Looks healthy;Healthy;Healthy;Healthy;Alive;Screening for Phytophtora/Pythium
Karatara;Western Cape;Pinus ;radiata;Seedlings/Cuttings;A;;Looks healthy;Healthy;Healthy;Healthy;Alive;Screening for Phytophtora/Pythium
Karatara;Western Cape;Pinus ;radiata;Seedlings/Cuttings;A;;Looks healthy;Healthy;Healthy;Healthy;Alive;Screening for Phytophtora/Pythium
Karatara;Western Cape;Pinus ;radiata;Seedlings/Cuttings;A;;Looks healthy;Healthy;Healthy;Healthy;Alive;Screening for Phytophtora/Pythium
Karatara;Western Cape;Pinus ;radiata;Seedlings/Cuttings;A;;Looks healthy;Healthy;Healthy;Healthy;Alive;Screening for Phytophtora/Pythium
Karatara;Western Cape;Pinus ;radiata;Seedlings/Cuttings;A;;Looks healthy;Healthy;Healthy;Healthy;Alive;Screening for Phytophtora/Pythium
Karatara;Western Cape;Pinus ;radiata;Seedlings/Cuttings;A;;Looks healthy;Healthy;Healthy;Healthy;Alive;Screening for Phytophtora/Pythium
Karatara;Western Cape;Pinus ;radiata;Seedlings/Cuttings;A;;Looks healthy;Healthy;Healthy;Healthy;Alive;Screening for Phytophtora/Pythium
Karatara;Western Cape;Pinus ;radiata;Seedlings/Cuttings;A;;Looks healthy;Healthy;Healthy;Healthy;Alive;Screening for Phytophtora/Pythium
Karatara;Western Cape;Pinus ;radiata;Seedlings/Cuttings;A;;Looks healthy;Healthy;Healthy;Healthy;Alive;Screening for Phytophtora/Pythium
Karatara;Western Cape;Pinus ;radiata;Seedlings/Cuttings;A;;Looks healthy;Healthy;Healthy;Healthy;Alive;Screening for Phytophtora/Pythium
Karatara;Western Cape;Pinus ;radiata;Seedlings/Cuttings;A;;Looks healthy;Healthy;Healthy;Healthy;Alive;Screening for Phytophtora/Pythium
Karatara;Western Cape;Pinus ;radiata;Seedlings/Cuttings;A;;Looks healthy;Healthy;Healthy;Healthy;Alive;Screening for Phytophtora/Pythium
Karatara;Western Cape;Pinus ;radiata;Seedlings/Cuttings;A;;Looks healthy;Healthy;Healthy;Healthy;Alive;Screening for Phytophtora/Pythium
