Location;Province;Genus;species.clone;type.of.sample;Asymptomatic.diseased;Nursery.Field;Roots;Root.Collar;Stem;Growth.tip;Needles.Leaves;results
8100;New Scotland;Western Cape;Pinus;patula;Seed;D;FNF;Die-back;Dead;Mechanical damage, Health,Discolorationn,Fruiting bodies,Sapwood;Wilted;Alive;F cir
8101;jessivale;Western Cape;Pinus;patula;Seed;D;FNF;Well developed,Dry;Dead;Slight discoloration,Outer bark;Wilted;Alive;F cir
8102;jessivale;Gauteng;Pinus;patula;Seed;D;FNF;Die-back; Sapwood,Discoloration;Discolorationn,Outer bark,Cambium,Sapwood;Alive;Wilted,Dead;F oxy
8103;Eshowe;Kwazulu-Natal;Pinus;elliotti;Seed;D;FNF;Well developed, Healthy;Well developed,J-rooting,Dead;Health;Discoloration,Outer bark,Cambium, Between outer and inner bark;Alive;F cir
8104;Cramond;Comrie;Pinus;patula;root;D;F;Dry, Healthy;Few roots,Dead,  Plug boundd;Dead;Alive;Alive;S sapinea
8105;Amstedam;Western Cape;Pinus;patula;Seed;D;FNF;Well developed, Healthy;Discoloration,  Outer bark, Between outer & inner bark;Health;Discoloration,Outer bark,Cambium, Between outer and inner bark,Sapwood;Alive;F cir
8106;Longridge;Comrie;Eucalyptu;dunni;leaves,Seed;D;F;Healthy;Well developed,J-rooting,Dead,  Plug boundd;Discolorationn,Outer bark;Discoloration,Cambium;Wilted,Discoloration;  B dothidea
8107;Tweedie;Limpopo;Eucalyptu;taeda;Seed,root,leaves;D;F;Well developed,Dry;Well developed,J-rooting,Dead;Discolorationn,Outer bark;Alive;Wilted,Discoloration;Phytophthora
8108;klipkraal;Comrie;Pinus;patula;Seed;D;FNF;Well developed,J-rooting, Healthy;Discoloration,  Outer bark, Between outer & inner bark;Discolorationn,Outer bark;Healthy;Wilted,Discoloration;Fusarium
8109;Cramond;Mpumalanga;Pinus;patula;Seed;D;F;Die-back;Dead;Discolorationn;Wilted;Wilted,Dead;S sapinea
8110;Cramond;Comrie;Pinus;patula;Seed;D;F;Die-back; Sapwood,Discoloration;Discolorationn;Alive;Wilted,Dead,Discoloration;S sapinea
8111;White River;Mpumalanga;Eucalyptu;nitens;Soil,Seed,root,Seed,insect;D;F;Die-back;Dead;Health;Wilted;Alive;bacterium
8112;Ixopo;Bergplaas;Pinus;patula;Soil,Seed;D;FNF;Die-back;Dead;Health;Wilted;Alive;F cir
8113;Ngodwana;Comrie;Pinus;patula;Seed;A;FNF;Brown roots,Green tips;Dead;Health;Wilted,Discoloration;Wilted, S;F cir
8114;Karatara;Western Cape;Pinus;radiata;Seed;D;FNF;Brown tips, Healthyroots;Well developed,J-rooting,Dead,  Plug boundd;Discolorationn,Outer bark,Between outer and inner bark,Cambium;Discoloration,Cambium;Alive;F cir
8115;SQF holding nursery;Comrie;Eucalyptu;patula;Cuttings;D;FNF;Well developed, Healthy;Dead;Health;Wilted;Alive;Cylindrocladiumsp
8116;Kwambonambi nursery;Northern province;Eucalyptu;grandi;Whole plant with rot;D;FNF;Well developed, Healthy; Sapwood,Discoloration;Discolorationn;Alive;Alive,Wilted;FSP sp
8117;Mt home nursery;Western Cape;Pinus;patula;Seed;D;FNF;Well developed, Healthy;Well developed,J-rooting,Dead;Health,Outer bark,Cambium,Between outer and inner bark,Sapwood;Wilted;Alive;F cir
8118;Melmoth;Western Cape;Eucalyptu;grandi;Branch,leaves;D;F;Well developed,J-rooting, Healthy; Sapwood,Discoloration;Discolorationn;Alive;Alive;Pantoea sp    sp
8119;Longridge;Western Cape;Pinus;patula;Seed;D;FNF;Well developed,J-rooting, Healthy;Dead;Health;Wilted;Alive;F cir
8120;Greytown;Kwazulu-Natal;Pinus;decurrens;log;D;F;Die-back;Discoloration,  Outer bark, Between outer & inner bark;Discolorationn;Alive;Alive;Diplodea pinea
8121;Mt Home nursery;Western Cape;Pinus;patula;Seed;D;FNF;Well developed,J-rooting, Healthy; Sapwood,Discoloration;Health;Alive;Alive,Discoloration;F cir
8122;Cramond;Bergplaas;Pinus;patula;Seed;D;FNF;Well developed,Dry;Dead;Health;Wilted;Discoloration;F cir
8123;Cramond;Western Cape;Pinus;elliotti;Seed;D;FNF;Healthy;Well developed,J-rooting,Dead,  Plug boundd;Health,Outer bark,Cambium,Between outer and inner bark,Sapwood;wilting;Discoloration;F cir
8124;Tokai plantation;Western Cape;Pinus;radiata;Seed/Cuttings;D;F;Brown tips, Healthyroots;Well developed;Discolorationn;Alive;Alive;Fusarium, Pissodes nemorensis
8125;Howick;Comrie;Pinus;patula;Seed;A;FNF;Well developed,Dry;Dead;Discolorationn,Cambium;Wilted;Alive;Diplodea pinea
8126;klipkraal;Comrie;Pinus;patula;Seed;D;FNF;Well developed,Dry;Discoloration, Sapwood;Discolorationn,Sapwood;Healthy;Alive;Fusarium
8127;White River;Bergplaas;Pinus;decurrens;Seed;D;FNF;Healthy;Healthyy;Health;Healthy;Wilted;F oxy
8128;Karatara;Western Cape;Pinus;radiata;Seed;D;FNF;Healthy; Sapwood,Discoloration;Discolorationn,Sapwood;Healthy,Discoloration,Sapwood;Wilted,Dead;Fusarium,Diplodea pinea
8129;Jonkersburg;Western Cape;Pinus;radiata;Seed;D;FNF;Dry rootss, Healthy;Discoloration;Discolorationn,Sapwood;Alive;Brown;F cir
8130;klipkraal;Comrie;Pinus;taeda;Seed;A;FNF;Brown roots,Green tips; Sapwood,Discoloration;Health,Outer bark,Cambium,Between outer and inner bark,Sapwood;Wilted;Alive;F cir
8131;Cramond;Western Cape;Pinus;patula;petri dishes;D;FNF;Well developed, Healthy;Well developed,J-rooting,Dead;Health;Discoloration,Cambium;Alive;F cir
8132;klipkraal;Epsom;Pinus;patula;Seed;A;FNF;Healthy;Healthyy;Health;Healthy;Healthy;F oxy
8133;klipkraal;Comrie;Pinus;patula;Seed;A;FNF;Well developed, Healthy;Discoloration,  Outer bark, Between outer & inner bark;Health;Healthy;Healthy;F cir
8134;Cramond;Epsom;Pinus;patula;Seed;D;FNF;discolouration;Discoloration,  Outer bark, Between outer & inner bark;Discolorationn;Discoloration;Discoloration;F oxy,F cir,Diplodia
8135;klipkraal;Comrie;Pinus;A0;Seed;A;FNF;Die-back;Healthyy;Health;Healthy;Alive;F cir
8136;SH1;Bergplaas;Pinus;patula;Seed/Cuttings;A;FNF;Well developed,Dry;Few roots;Health;Healthy;Alive;Fusarium screening
8137;Elandshoogte;Comrie;Pinus;patula;Seed/Cuttings;D;FNF;Well developed,J-rooting, Healthy;Well developed,Dead;Health;Healthy;Dead;Fusarium screening
8138;klipkraal;Bergplaas;Pinus;taeda;Seed/Cuttings;D;FNF;Well developed,J-rooting, Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8139;klipkraal;Comrie;Pinus;A0;Seed/Cuttings;D;FNF;Well developed,Dry;Healthyy;Health;Healthy;Alive;Fusarium screening
8140;Richmond;Comrie;Pinus;patula;Seed/Cuttings;D;FNF;Well developed,Dry;Well developed,Few roots;Health;Healthy;Alive;Fusarium screening
8141;Richmond;Bergplaas;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Dead;Discolorationn;Discoloration;Dead;Fusarium screening
8142;Hilton;Epsom;Pinus;patula;Seed/Cuttings;D;F;Well developed,Dry;Dead;Dead;Dead;Alive;Fusarium screening
8143;Howick;Kwazulu-Natal;Pinus;1;Seed/Cuttings;A;FNF;Healthy;Well developed,Dead;Discolorationn;Discoloration;Alive;Fusarium screening
8144;Howick;Kwazulu-Natal;Pinus;, , U,,grandi,saligna,;Seed/Cuttings;D;FNF;Well developed,Dry;Well developed,Dead,Healthyy;Health,Discolorationn,Sapwood;Healthy,Discoloration,Sapwood;Alive;Fusarium screening
8145;Howick;Kwazulu-Natal;Pinus;A0;Seed/Cuttings;D;FNF;Healthy;Well developed;Discolorationn;Healthy;Alive;Fusarium screening
8146;Howick;Kwazulu-Natal;Pinus;A0;Seed/Cuttings;D;FNF;Healthy;Well developed;Discolorationn;Healthy;Alive;Fusarium screening
8147;Howick;Kwazulu-Natal;Pinus;decurrens;Seed/Cuttings;D;FNF;Well developed, Healthy;Well developed,Healthyy;Health;Discoloration;Alive;Fusarium screening
8148;Hilton;Evergreen;Pinus;patula;Seed/Cuttings;A;FNF;Well developed,J-rooting, Healthy;Dead;Health,Outer bark,Cambium,Between outer and inner bark,Sapwood;Wilted;Wilted,Discoloration;Fusarium screening
8149;Scottsville;Evergreen;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Alive;Wilted,Discoloration;Fusarium screening
8150;Ngodwana;Mpumalanga;Pinus;taeda;Seed/Cuttings;D;F;Well developed,Dry;Dead;Dead;Dead;Dead;Fusarium screening
8151;White River;Comrie;Pinus;patula;Seed/Cuttings;D;F;Root:shoot ratio;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
8152;Tweedie;Comrie;Pinus;patula;Seed/Cuttings;State ;F;Root:shoot ratio;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
8153;Ugie;Comrie;Pinus;patula;Seed/Cuttings;State ;F;Root:shoot ratio;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
8154;Ngodwana;Mpumalanga;Pinus;patulax tecunumanii;Seed/Cuttings;A;FNF;Healthy;Dead;Discolorationn;Healthy;Discoloration;Fusarium screening
8155;Pinewood;Comrie;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Die-back;Dead;Health;Healthy;Dead;Fusarium screening
8156;klipkraal;Comrie;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8157;klipkraal;Bergplaas;Pinus;taeda;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8158;klipkraal;Comrie;Pinus;elliotti;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8159;klipkraal;Comrie;Pinus;elliotti;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8160;klipkraal;Comrie;Pinus;decurrens;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8161;klipkraal;Comrie;Pinus;caribaeae var hondurensdis;Seed/Cuttings;A;FNF;Well developed, Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
8162;Ngodwana;Comrie;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Dead;Health;Healthy;Alive;Fusarium screening
8163;Ngodwana;Comrie;Pinus;patula;Seed/Cuttings;D;FNF;Well developed,J-rooting, Healthy;Few roots;Discolorationn;Healthy;Alive;Fusarium screening
8164;Ngodwana;Comrie;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Dead;Health;Healthy;Alive;Fusarium screening
8165;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Well developed, Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8166;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Wilted,Discoloration;Fusarium screening
8167;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Well developed,Dry;Healthyy;Health;Healthy;Alive;Fusarium screening
8168;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Well developed, Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8169;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Well developed, Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
8170;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Well developed, Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
8171;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Well developed,Dry;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
8172;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Well developed,J-rooting, Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
8173;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Well developed,Dry;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
8174;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Well developed, Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
8175;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Well developed,Dry;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
8176;Ngodwana;Mpumalanga;Pinus;1;Seed/Cuttings;A;FNF;Well developed, Healthy;Healthyy;Health;Healthy;Wilted,Discoloration;Fusarium screening
8177;Ngodwana;Mpumalanga;Pinus;, , U,,grandi,saligna,;Seed/Cuttings;A;FNF;Well developed, Healthy;Dead;Mechanical damage,Outer bark;Wilted;Wilted,Discoloration;Fusarium screening
8178;Ngodwana;Mpumalanga;Pinus;, , U,,grandi,saligna,;Seed/Cuttings;A;FNF;Die-back;Well developed,Dead;Discolorationn;Discoloration;Alive;Fusarium screening
8179;Ngodwana;Mpumalanga;Pinus;1;Seed/Cuttings;A;FNF;Healthy;Few roots,Dead;Discolorationn;Discoloration;Wilted;Fusarium screening
8180;Ngodwana;Mpumalanga;Pinus;caribaeae var hondurensdis;Seed/Cuttings;A;FNF;Healthy;Few roots,Dead;Discolorationn;Discoloration;Wilted;Fusarium screening
8181;Ixopo;Kwazulu-Natal;Pinus;elliotti;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8182;Ixopo;Kwazulu-Natal;Pinus;elliotti;Seed/Cuttings;A;FNF;Well developed,J-rooting, Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
8183;Ixopo;Kwazulu-Natal;Pinus;, , U,,grandi,saligna,;Soilsample;A;FNF;Well developed,J-rooting, Healthy; Sapwood,Discoloration;Slight discoloration,Outer bark;Alive;Wilted,Discoloration;Fusarium screening
8184;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Healthy;Few roots,Dead;Discolorationn;Discoloration;Dead;Fusarium screening
8185;klipkraal;Nothern Cape;Pinus;elliottixcaribaea;Seed/Cuttings;A;FNF;Well developed, Healthy;Discoloration,  Outer bark, Between outer & inner bark;Slight discoloration,Outer bark;Wilted;Wilted,Discoloration;Fusarium screening
8186;klipkraal;Epsom;Pinus;1;Seed/Cuttings;A;FNF;Well developed, Healthy;Dead;Mechanical damage,Outer bark;Wilted;Wilted,Discoloration;Fusarium screening
8187;Ugie;Comrie;Pinus;decurrens;Seed/Cuttings;A;F;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
8188;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Healthyy;Health;Healthy;Healthy;Fusarium screening
8189;Kalmoesfontein;Comrie;Pinus;patula;Twigs/Branch;D;FNF;Well developed, Healthy;Dead;Health,Outer bark,Cambium,Between outer and inner bark,Sapwood;Discoloration;Wilted,Discoloration;Fusarium screening
8190;Ngodwana;Mpumalanga;Pinus;A0;Seed/Cuttings;D;FNF;Well developed,J-rooting, Healthy;Well developed,Healthyy,Dead;Health;Healthy;Alive;Fusarium screening
8191;Scottsville;Epsom;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8192;Scottsville;Bergplaas;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8193;Richmond;Comrie;Pinus;, , U,,grandi,saligna,;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8194;Knysna;Western Cape;Pinus;taeda;Graft;D;FNF;Well developed,Dry;Few roots,Dead;Discolorationn,Sapwood;Discoloration,Sapwood;Alive;Fusarium,Pythium andPhytophthora screening
8195;Knysna;Western Cape;Pinus;taeda;Graft;D;FNF;Well developed, Healthy;Well developed,Dead;Discolorationn,Sapwood;Discoloration,Sapwood;Alive;Fusarium,Pythium andPhytophthora screening
8196;Tweedie;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;A;F;Well developed, Healthy;Few roots;Health;Healthy;Alive;Fusarium screening
8197;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Well developed, Healthy;Well developed,Dead;Discolorationn,Sapwood;Healthy;Alive;Fusarium screening
8198;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Well developed, Healthy;Well developed,Dead;Health;Healthy;Alive;Fusarium screening
8199;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Well developed, Healthy;Well developed,Dead;Discolorationn,Sapwood;Discoloration,Sapwood;Dead;Fusarium screening
8200;Howick;Kwazulu-Natal;Eucalyptu;patula;Seed/Cuttings;D;FNF;Well developed, Healthy;Well developed,Dead;Discolorationn,Sapwood;Discoloration,Sapwood;Alive;Fusarium screening
8201;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Well developed, Healthy;Well developed,Dead;Discolorationn,Sapwood;Discoloration,Sapwood;Dead;Fusarium screening
8202;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Well developed, Healthy;Well developed,Few roots,Dead;Discolorationn,Sapwood;Healthy;Alive;Fusarium screening
8203;White River;Mpumalanga;Pinus;patula;Seed/Cuttings;A;FNF;Well developed, Healthy;Well developed,Healthyy;Health,Discolorationn,Sapwood;Discoloration,Sapwood;Alive;Fusarium screening
8204;Mooirivier;Mpumalanga;Eucalyptu;nitens;Seed/Cuttings;D;FNF;Well developed, Healthy; Sapwood,Discoloration;Health;Alive;Wilted;Diplodea pinea
8205;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Well developed, Healthy;Well developed,Dead;Discolorationn,Sapwood;Healthy;Alive;Fusarium screening
8206;Hilton;Kwazulu-Natal;Acacia;mearnsii;Seed;D;FNF;Well developed, Healthy;Well developed,J-rooting,Dead;Discolorationn;Discoloration, Between outer and inner bark;Wilted,Discoloration;Cylindrocladium
8207;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Drytunted;Dead;Discolorationn;Discoloration;Dead;Fusarium screening
8208;Piet Retief;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Well developed, Healthy;Well developed,Dead;Discolorationn,Sapwood;Healthy;Alive;Fusarium screening
8209;Piet Retief;Mpumalanga;Pinus;patula;Seed/Cuttings;State ;F;Well developed,Dry;Dead;Discolorationn,Sapwood;Healthy;Alive;Fusarium screening
8210;Piet Retief;Mpumalanga;Pinus;patula;Seed/Cuttings;State ;F;Healthy;Few roots,Dead;Discolorationn,Between outer and inner bark;Healthy;Alive,Wilted;Fusarium screening
8211;Howick;Kwazulu-Natal;Pinus;decurrens;Seed/Cuttings;D;FNF;Drytunted;Well developed;Discolorationn;Discoloration;Dead;Fusarium screening
8212;Howick;Kwazulu-Natal;Pinus;caribaeae var hondurensdis;Seed/Cuttings;State ;F;Well developed,J-rooting, Healthy;Healthyy;Discolorationn;Discoloration;Alive;Fusarium screening
8213;Howick;Kwazulu-Natal;Pinus;radiata;Seed/Cuttings;State ;F;Well developed,J-rooting, Healthy; Sapwood,Discoloration;Discolorationn;Discoloration;Alive;Fusarium screening
8214;Hilton;Kwazulu-Natal;Pinus;patula;Seed;A;F;Well developed,Dry;Dead;Slight discoloration,Outer bark;Wilted,Discoloration;Wilted,Dead;Fusarium screening
8215;Ngodwana;Mpumalanga;Pinus;caribaeae var hondurensdis;Seed/Cuttings;A;FNF;Drycorch;Well developed;Discolorationn;Healthy;Alive;Fusarium screening
8216;Ngodwana;Mpumalanga;Pinus;caribaeae var hondurensdis;Seed/Cuttings;A;FNF;Drycorch;Few roots;Discolorationn;Discoloration;Alive;Fusarium screening
8217;Ngodwana;Mpumalanga;Pinus;decurrens;Seed/Cuttings;A;FNF;Drytunted;Few roots;Discolorationn;Discoloration;Alive;Fusarium screening
8218;Ngodwana;Mpumalanga;Pinus;decurrens;Seed/Cuttings;A;FNF;Drycorch;Few roots;Discolorationn;Discoloration;Alive,Wilted;Fusarium screening
8219;Ngodwana;Mpumalanga;Pinus;, , U,,grandi,saligna,;Seed/Cuttings;A;FNF;Drycorch;Few roots;Discolorationn;Discoloration;Alive;Fusarium screening
8220;Ngodwana;Mpumalanga;Pinus;radiata;Seed/Cuttings;A;FNF;Drycorch;Dead;Discolorationn;Discoloration;Discoloration;Fusarium screening
8221;klipkraal;Comrie;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Discolorationn;Wilted;Scorch;Fusarium screening
8222;Scottsville;Bergplaas;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8223;Scottsville;Comrie;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8224;Ngodwana;Comrie;Pinus;patula;Seed/Cuttings;D;FNF;Well developed,Dry;Few roots;Health;Healthy;Alive;Fusarium screening
8225;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Well developed,Dry;Dead;Health;Discoloration;Dead;Fusarium screening
8226;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Well developed,Dry;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
8227;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Well developed, Healthy;Well developed,J-rooting;Health;Alive;Alive;Fusarium screening
8228;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Drycorch;Dead;Discolorationn;Healthy;Alive;Fusarium screening
8229;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Die-back;Dead;Health;Alive;Wilted,Discoloration;Fusarium screening
8230;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Well developed, Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8231;Upington;Comrie;Rhus;A0;Seed;A;F;Die-back;Healthyy;Health;Healthy;Wilted,Dead;  Cytospora sp
8232;Richmond;Comrie;Pinus;patula;Seed/Cuttings;D;FNF;Well developed,Dry;Well developed,Few roots;Health;Healthy;Alive;Fusarium screening
8233;Ixopo;Epsom;Pinus;patula;Seed/Cuttings;D;F;Die-back;Healthyy;Mechanical damage,Outer bark;Healthy;Wilted;Fusarium screening
8234;Howick;Comrie;Pinus;patula;Seed/Cuttings;D;F;Root:shoot ratio;Few roots,Dead;Health,Outer bark,Cambium,Between outer and inner bark,Sapwood;Dead;Wilted,Dead;Fusarium screening
8235;Howick;Comrie;Pinus;patula;Seed/Cuttings;D;F;Root:shoot ratio;Few roots,Dead;Dead;Dead;Dead;Fusarium screening
8236;Howick;Comrie;Pinus;patula;Seed/Cuttings;D;F;Well developed,Dry;Well developed,Dead;Dead;Dead;Dead;Fusarium screening
8237;Howick;Comrie;Pinus;patula;Seed/Cuttings;D;F;Well developed,Dry;Well developed,Dead;Dead;Dead;Dead;Fusarium screening
8238;Knysna;Tetworth;Pinus;A0;Seed/Cuttings;A;F;Healthy;Well developed,Healthyy;Discolorationn,Sapwood, Health;Healthy;Alive;Fusarium screening
8239;Howick;Kwazulu-Natal;Pinus;A0;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Discolorationn, Health;Healthy;Alive;Fusarium screening
8240;Howick;Kwazulu-Natal;Pinus;, , U,,grandi,saligna,;Seed/Cuttings;State ;FNF;Healthy;Well developed;Discolorationn;Healthy;Alive;Fusarium screening
8241;Ixopo;Comrie;Pinus;patula;Cuttings;D;FNF;Well developed,J-rooting, Healthy;Well developed,Dead;Discolorationn,Sapwood;Discoloration,Sapwood;Alive;Fusarium screening
8242;Ngodwana;Bergplaas;Pinus;patula;Seed;D;FNF;Well developed, Healthy;Well developed,Dead;Discolorationn;Discoloration;Alive;Fusarium screening
8243;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
8244;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
8245;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Well developed, Healthy;Dead;Mechanical damage,Outer bark;Wilted,Discoloration;Wilted,Dead;Fusarium screening
8246;Ngodwana;Evergreen;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Healthy;Fusarium screening
8247;Howick;Evergreen;Pinus;patula;Seed/Cuttings;A;FNF;Well developed, Healthy;Dead;Health,Outer bark,Cambium,Between outer and inner bark,Sapwood;Wilted,Discoloration;Wilted,Dead;Fusarium screening
8248;Karatara;Evergreen;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Alive;Wilted,Dead;Fusarium screening
8249;Hilton;Evergreen;Pinus;patula;Seed/Cuttings;A;FNF;Well developed, Healthy;Dead;Health;Wilted;Wilted,Discoloration;Fusarium screening
8250;Ngodwana;Mpumalanga;Pinus;taeda;Seed/Cuttings;D;FNF;Well developed, Healthy;Dead;Dead;Dead;Dead;Fusarium screening
8251;Tzaneen;Epsom;Pinus;patula;Seed/Cuttings;A;F;Healthy;Well developed,Dead;Discolorationn,Cambium;Healthy;Alive,Wilted;Fusarium screening
8252;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;A;FNF;Die-back, Healthy;Well developed,Dead;Health;Healthy;Wilted,Dead,Discoloration;Fusarium screening
8253;Ngodwana;Epsom;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Few roots;Discolorationn;Discoloration;Alive;Fusarium screening
8254;Driepan;Epsom;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Dead;Discolorationn;Healthy;Healthy;Fusarium screening
8255;Mt Home;Comrie;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Wilted,Dead;bacterium
8256;Mlhahlane;Bergplaas;Pinus;greggi;Seed/Cuttings;D;F;Well developed, Healthy;Dead;Health;Wilted;Wilted,Discoloration;Fusarium screening
8257;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Well developed, Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8258;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Well developed,J-rooting, Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8259;Kwambonambi;Bergplaas;Eucalyptu;taeda;Seed/Cuttings;A;F;Die-back;Well developed;Health;Discoloration;Alive;  Cytospora sp
8260;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Wilted,Dead;Fusarium screening
8261;Howick;Kwazulu-Natal;Pinus;1;Seed/Cuttings;D;FNF;Drytunted;Well developed;Discolorationn;Discoloration;Wilted;Fusarium screening
8262;Howick;Kwazulu-Natal;Pinus;caribaeae var hondurensdis;Seed/Cuttings;D;FNF;Drytunted;Well developed;Discolorationn;Discoloration;Dead;Fusarium screening
8263;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Well developed, Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8264;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Well developed, Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8265;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Well developed,J-rooting, Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
8266;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Well developed, Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
