Location;Province;Genus;species/clone;type of sample;Asymptomatic/diseased;Nursery/Field;Roots;Root Collar;Stem;Growth tip;Needles/Leaves;results
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;Nursery;Well developed, Dead;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Alive;Discoloration;No Fusarium sp.
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;Nursery;J-rooting, Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;;No Fusarium sp.
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;Nursery;Healthy;Discoloration, Outer bark;Discoloration, Outer bark;Alive;;No Fusarium sp.
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;Nursery;Well developed, Dead;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Dead;Discoloration;No Fusarium sp.
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;Nursery;J-rooting;Discoloration, Outer bark;Healthy;Alive;;Identified Fusarium circinatum
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;Nursery;Healthy;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;;No Fusarium sp.
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;Nursery;Well developed, Dead;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Alive;Discoloration;Identified Fusarium circinatum
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;Nursery;Well developed, Dead;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Alive;Discoloration;Identified Fusarium circinatum
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;Nursery;Well developed, Dead;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Alive;Discoloration;Identified Fusarium circinatum
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;Nursery;Well developed, Dead;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Alive;Discoloration;Identified Fusarium circinatum
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;Nursery;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;Alive;;No Fusarium sp.
;;Acacia;eriolata;Insect;;;;;;;;No report
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;J-rooting, Dead;Discoloration, Outer bark, Between outer & inner bark;Healthy;Wilted;;Identified Fusarium circinatum
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark;Wilted;;No Fusarium sp.
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;J-rooting, Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;;No Fusarium sp.
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;J-rooting, Few roots, Dead;Discoloration, Outer bark;Healthy;Wilted;;Identified Fusarium circinatum
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Alive;;Identified Fusarium circinatum
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;J-rooting;Discoloration, Outer bark;Healthy;Alive;;No Fusarium sp.
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;J-rooting, Few roots;Healthy;Discoloration, Outer bark;Die-back;;No Fusarium sp.
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Well developed, Healthy;Discoloration, Outer bark, Between outer & inner bark;Healthy;Alive;;Identified Fusarium circinatum
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;J-rooting, Few roots;Healthy;Healthy;Wilted, Die-back;;No Fusarium sp.
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;J-rooting;Discoloration, Outer bark;Healthy;Alive;;No Fusarium sp.
Cramond;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Well developed, Dead;Discoloration, Outer bark, Between outer & inner bark;Healthy;Wilted;;Identified Fusarium circinatum
Richmond;Kwazulu-Natal;Eucalyptus;smithii;Soil;D;;Die-back, Wilted;Healthy;Healthy;Healthy;Wilted;Secondary Fungi/Bacteria
Richmond;Kwazulu-Natal;Eucalyptus;smithii;Soil;D;;Die-back, Wilted;Healthy;Healthy;Healthy;Wilted;Secondary Fungi/Bacteria
Richmond;Kwazulu-Natal;Eucalyptus;smithii;Soil;D;;Die-back, Wilted;Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Richmond;Kwazulu-Natal;Eucalyptus;smithii;Soil;;;;;;;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;Pinus;patula;Seed;;;;;;;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;Pinus;patula;Seed;;;;;;;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;Pinus;patula;Seed;;;;;;;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;Pinus;patula;Seed;;;;;;;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;Pinus;patula;Seed;;;;;;;;Diplodia
Howick;Kwazulu-Natal;Pinus;patula;Seed;;;;;;;;Diplodia
Howick;Kwazulu-Natal;Pinus;patula;Seed;;;;;;;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;Pinus;patula;Seed;;;;;;;;Diplodia
Howick;Kwazulu-Natal;Pinus;patula;Seed;;;;;;;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;Pinus;patula;Seed;;;;;;;;Diplodia
Howick;Kwazulu-Natal;Pinus;patula;Seed;;;;;;;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;Pinus;patula;Seed;;;;;;;;Diplodia
Howick;Kwazulu-Natal;Pinus;patula;Seed;;;;;;;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;Pinus;patula;Seed;;;;;;;;Diplodia
Howick;Kwazulu-Natal;Pinus;taeda;Seed;;;;;;;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;Pinus;taeda;Seed;;;;;;;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;Pinus;taeda;Seed;;;;;;;;Secondary Fungi/Bacteria
Paulpietersburg;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy, Plug Bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Paulpietersburg;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Paulpietersburg;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Fusarium
Paulpietersburg;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Paulpietersburg;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Paulpietersburg;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Paulpietersburg;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Paulpietersburg;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Paulpietersburg;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Paulpietersburg;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Fusarium
Paulpietersburg;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Paulpietersburg;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Karatara;Kwazulu-Natal;;;Soil;;;;;;;;Secondary Fungi
Karatara;Kwazulu-Natal;;;Soil;;;;;;;;Secondary Fungi
Karatara;Kwazulu-Natal;;;Soil;;;;;;;;Secondary Fungi
Karatara;Kwazulu-Natal;;;Soil;;;;;;;;Secondary Fungi
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Healthy;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Healthy;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Healthy;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Healthy;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Healthy;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Healthy;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Healthy;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Healthy;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Healthy;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Healthy;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Healthy;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Stunted;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Stunted;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Stunted;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Healthy;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Healthy;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Healthy;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Healthy;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;;;Healthy;Healthy;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;;Soil;;;;;;;;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;;Soil;;;;;;;;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;;Healthy, Well developed;Healthy;Healthy;Healthy;;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;;Healthy, Well developed;Healthy;Healthy;Healthy;;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;;Healthy, Well developed;Healthy;Healthy;Healthy;;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;;Healthy, Well developed;Healthy;Healthy;Healthy;;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;;Healthy, Well developed;Healthy;Healthy;Healthy;;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;;Healthy, Well developed;Healthy;Healthy;Healthy;;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;;Healthy, Well developed;Healthy;Healthy;Healthy;;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;;Healthy, Well developed;Healthy;Healthy;Healthy;;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;;Healthy, Well developed;Healthy;Healthy;Healthy;;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;;Healthy, Well developed;Healthy;Healthy;Healthy;;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;D;;Root:shoot ratio, Wilted;J-rooting, Few roots, Dead;Discoloration, Outer bark, Between outer and inner bark;Healthy;Wilted;Fusarium
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;D;;Wilted;Well developed, Healthy, J-rooting;Healthy;Healthy;Wilted;Fusarium
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;D;;Wilted;Healthy;Healthy;Healthy;Wilted;Fusarium
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;D;;Healthy;J-rooting;Discoloration, Outer bark;Healthy;;Fusarium
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;D;;Healthy;Healthy;Healthy;Discoloration, Outer bark;Alive;Fusarium
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;D;;Wilted;J-rooting;Healthy;Discoloration, Outer bark;Wilted;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;D;;Wilted;Healthy;Healthy;Discoloration, Outer bark;Wilted;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;D;;Healthy;Healthy;Healthy;Healthy;Alive;Fusarium
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;D;;Healthy;Well developed, Healthy;Discoloraiton, Outer bark, Between outer and inner bark;Healthy;Alive;Fusarium
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;D;;Healthy;Well developed, Healthy;Discoloraiton, Outer bark, Between outer and inner bark;Healthy;Alive;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;D;;Dead;Well developed, Dead;Discoloraiton, Outer bark, Cambium, Between outer and inner bark;Discoloraiton, Outer bark, Cambium, Between outer and inner bark;Dead;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;D;;Dead;Well developed, Dead;Discoloraiton, Outer bark, Cambium, Between outer and inner bark;Discoloraiton, Outer bark, Cambium, Between outer and inner bark;Dead;Secondary Fungi/Bacteria
Hilton;Kwazuu-Natal;Pinus;;Seed ;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazuu-Natal;Pinus;;Seed ;;;;;;;;Diplodia
Hilton;Kwazuu-Natal;Pinus;;Seed ;;;;;;;;Diplodia
Hilton;Kwazuu-Natal;Pinus;;Seed ;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazuu-Natal;Pinus;;Seed ;;;;;;;;Diplodia
Hilton;Kwazuu-Natal;Pinus;;Seed ;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazuu-Natal;Pinus;;Seed ;;;;;;;;Diplodia
Hilton;Kwazuu-Natal;Pinus;;Seed ;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazuu-Natal;Pinus;;Seed ;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazuu-Natal;Pinus;;Seed ;;;;;;;;Diplodia
Hilton;Kwazuu-Natal;Pinus;;Seed ;;;;;;;;Diplodia
Hilton;Kwazuu-Natal;Pinus;;Seed ;;;;;;;;Diplodia
Hilton;Kwazuu-Natal;Pinus;;Seed ;;;;;;;;Diplodia
Hilton;Kwazuu-Natal;Pinus;;Seed ;;;;;;;;Diplodia
Hilton;Kwazuu-Natal;Pinus;;Seed ;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazuu-Natal;Pinus;;Seed ;;;;;;;;Secondary Fungi/Bacteria
Nhlangano;Swaziland;Persea;americana;Soil, roots systems, root collars, bark;;;;;;;;Secondary Fungi/Bacteria
Nhlangano;Swaziland;Persea;americana;Soil, roots systems, root collars, bark;;;;;;;;4 species of Phytophthora including Phytophthora cinnamomi
Nhlangano;Swaziland;Persea;americana;Soil, roots systems, root collars, bark;;;;;;;;Secondary Fungi/Bacteria
Nhlangano;Swaziland;Persea;americana;Soil, roots systems, root collars, bark;;;;;;;;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Fusarium circinatum
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;Alive;Fusarium circinatum
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Fusarium circinatum
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Plug bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;J-rooting, Few roots, Plug Bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Few roots, Plug Bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Few roots, Plug Bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Few roots, Plug Bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Few roots, Plug Bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Few roots, Plug Bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
White River;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy, J-rooting, Few roots, Plug Bound;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Pinus;;Seed;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Pinus;;Seed;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Pinus;;Seed;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Pinus;;Seed;;;;;;;;Diplodia
Hilton;Kwazulu-Natal;Pinus;;Seed;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Pinus;;Seed;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Pinus;;Seed;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Pinus;;Seed;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Pinus;;Seed;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Pinus;;Seed;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Pinus;;Seed;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Pinus;;Seed;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Pinus;;Seed;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Pinus;;Seed;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Pinus;;Seed;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Pinus;;Seed;;;;;;;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Pinus;;Seed;;;;;;;;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Stems, Twigs/Branches;;;;;;;;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Stems, Twigs/Branches;;;;;;;;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Stems, Twigs/Branches;;;;;;;;Secondary Fungi/Bacteria
Karatara;Western Cape;Pinus;radiata;Stems, Twigs/Branches;;;;;;;;Diplodia
Karatara;Western Cape;Pinus;radiata;Stems, Twigs/Branches;;;;;;;;Diplodia
Karatara;Western Cape;Pinus;radiata;Stems, Twigs/Branches;;;;;;;;Diplodia
Karatara;Western Cape;Pinus;radiata;Stems, Twigs/Branches;;;;;;;;Diplodia
Karatara;Western Cape;Pinus;radiata;Stems, Twigs/Branches;;;;;;;;Diplodia
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy;;;;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Eshowe;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;;Healthy;Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
